,campaign_id,chain_id,start_date,end_date,format,device,height,width,iremoteid,days,start_day,end_day,shop,budget
5768,31834,12,2019-05-28,2019-06-30,stoprayon,DESKTOP,121.0,995.0,['29435'],35.0,2.0,7.0,0.0,13242.113494873049
5808,32032,12,2019-05-22,2019-05-26,stoprayon,DESKTOP,121.0,995.0,['28545'],6.0,3.0,7.0,0.0,3755.07568359375
7713,29366,11,2020-06-14,2020-07-12,showcase,DESKTOP,472.0,1061.0,['65208'],30.0,7.0,7.0,0.0,68571.42857142858
3432,17622,7,2019-10-22,2019-12-11,butterfly,DESKTOP,350.0,494.0,['C35953'],52.0,2.0,3.0,0.0,9595.648010253906
4101,21833,12,2020-09-24,2020-09-26,tg,DESKTOP,298.0,796.0,['C89817'],4.0,4.0,6.0,0.0,2887.743408203125
86,109,10,2020-01-08,2020-04-28,butterfly,DESKTOP,420.0,574.0,"['C40259', 'C40260']",113.0,3.0,2.0,0.0,23866.777313232426
3670,19089,11,2020-10-28,2020-10-28,butterfly,DESKTOP,488.0,265.0,['CB8972'],2.0,3.0,3.0,0.0,1302.0772705078125
7234,12768,11,2021-04-15,2021-05-30,showcase,DESKTOP,438.0,1063.0,['142692'],47.0,4.0,7.0,0.0,107428.57142857143
397,767,12,2020-08-08,2020-08-23,tg,DESKTOP,298.0,796.0,"['C78219', 'C78221']",17.0,6.0,7.0,0.0,8625.613647460938
2904,14598,12,2020-08-12,2020-08-18,banner,DESKTOP,200.0,1195.0,['79252'],8.0,3.0,2.0,0.0,5460.8681640625
2875,14421,11,2020-10-13,2020-10-15,butterfly,DESKTOP,486.0,273.0,['C98498'],4.0,2.0,4.0,0.0,2970.236328125
3115,15893,12,2021-06-17,2021-06-18,tg,DESKTOP,298.0,796.0,['C155822'],3.0,4.0,5.0,0.0,1733.1663208007812
3061,15556,12,2019-05-13,2019-05-26,stoprayon,DESKTOP,121.0,995.0,['28320'],15.0,1.0,7.0,0.0,5705.365447998047
7306,15381,11,2021-05-19,2021-05-19,showcase,DESKTOP,438.0,1063.0,['150384'],2.0,3.0,3.0,0.0,4571.428571428572
6515,36215,11,2021-06-24,2021-08-04,butterfly,DESKTOP,522.0,531.0,['C158809'],43.0,4.0,3.0,0.0,10621.131225585938
5741,31677,12,2021-07-14,2021-07-23,butterfly,DESKTOP,298.0,398.0,['C164354'],11.0,3.0,5.0,0.0,6354.943176269531
4359,23249,11,2020-01-17,2020-01-22,butterfly,DESKTOP,488.0,270.0,['CB7469'],7.0,5.0,3.0,0.0,4557.270446777344
1899,8863,12,2021-04-15,2021-04-15,tg,DESKTOP,298.0,597.0,['C139389'],2.0,4.0,4.0,0.0,1222.5518798828125
4043,21483,11,2021-07-30,2021-09-28,butterfly,DESKTOP,486.0,532.0,['C167379'],62.0,5.0,2.0,0.0,14058.32308959961
7824,33395,11,2021-04-05,2021-04-05,showcase,DESKTOP,438.0,266.0,['140068'],2.0,1.0,1.0,0.0,4571.428571428572
2209,10441,12,2021-05-11,2021-05-20,tg,DESKTOP,298.0,796.0,['C147777'],11.0,2.0,4.0,0.0,7638.039733886719
7379,17952,11,2019-12-09,2019-12-18,showcase,DESKTOP,472.0,1061.0,['38682'],11.0,1.0,3.0,0.0,25142.857142857145
1524,6557,12,2020-10-18,2020-11-01,banner,DESKTOP,200.0,995.0,['99220'],16.0,7.0,7.0,0.0,8920.392578125
333,673,12,2021-01-18,2021-02-14,butterfly,DESKTOP,298.0,398.0,"['C120415', 'C120417']",29.0,1.0,7.0,0.0,11852.43133544922
6631,36898,11,2020-11-24,2020-11-25,butterfly,DESKTOP,486.0,273.0,['C109586'],3.0,2.0,3.0,0.0,2202.3898315429688
1413,5931,11,2020-11-20,2020-11-24,butterfly,DESKTOP,494.0,274.0,['C102272'],6.0,5.0,2.0,0.0,4410.2677001953125
5433,29780,12,2020-06-10,2020-06-12,banner,DESKTOP,200.0,995.0,['64191'],4.0,3.0,5.0,0.0,2456.127685546875
5365,29329,12,2021-06-02,2021-06-18,tg,DESKTOP,298.0,597.0,['C152213'],18.0,3.0,5.0,0.0,6885.955810546875
5662,31189,7,2019-10-18,2019-10-23,pmp,DESKTOP,350.0,493.0,['CB636'],7.0,5.0,3.0,0.0,2474.527557373047
1655,7327,10,2020-05-11,2020-05-14,butterfly,DESKTOP,420.0,574.0,['C57170'],5.0,1.0,4.0,0.0,3328.228759765625
5413,29647,12,2021-07-01,2021-07-18,butterfly,DESKTOP,298.0,398.0,['C160351'],19.0,4.0,7.0,0.0,9048.529083251951
4967,26965,12,2020-09-01,2020-09-05,tg,DESKTOP,298.0,796.0,['C86821'],6.0,2.0,6.0,0.0,4830.162963867188
5769,31837,11,2021-05-25,2021-07-01,butterfly,DESKTOP,486.0,532.0,['C150476'],39.0,2.0,4.0,0.0,13202.418823242188
6513,36212,10,2020-06-22,2020-07-11,butterfly,DESKTOP,420.0,574.0,['C66626'],21.0,1.0,6.0,0.0,7521.887512207031
3412,17544,12,2019-06-14,2019-06-14,stoprayon,DESKTOP,121.0,995.0,['30534'],2.0,5.0,5.0,0.0,1155.4442138671875
3473,17850,7,2021-07-07,2021-07-29,butterfly,DESKTOP,368.0,564.0,['159922'],24.0,3.0,4.0,0.0,5528.433471679688
1098,4093,10,2020-01-28,2020-02-17,butterfly,DESKTOP,420.0,574.0,['C44331'],22.0,2.0,1.0,0.0,9027.24560546875
340,685,12,2020-04-07,2020-04-12,tg,DESKTOP,298.0,796.0,"['C52941', 'C52945', 'C52950']",7.0,2.0,7.0,0.0,4962.560791015625
507,913,12,2021-03-02,2021-03-28,butterfly,DESKTOP,298.0,398.0,"['C131994', 'C131996', 'C131999', 'C132006', 'C132010']",28.0,2.0,7.0,0.0,13597.299194335938
2487,12269,7,2020-10-18,2020-10-18,butterfly,DESKTOP,393.0,576.0,['79271'],2.0,7.0,7.0,0.0,993.6592407226562
2945,14870,11,2021-02-20,2021-02-22,butterfly,DESKTOP,486.0,274.0,['C127071'],4.0,6.0,1.0,0.0,3153.9208984375
6734,31495,10,2020-12-29,2021-01-05,banner,DESKTOP,150.0,1200.0,['C115906'],9.0,2.0,2.0,0.0,12857.14285714286
6121,33934,12,2021-07-27,2021-09-01,tg,DESKTOP,298.0,597.0,['C166769'],38.0,2.0,3.0,0.0,11350.498413085938
6537,36335,11,2019-09-29,2019-12-15,pmp,DESKTOP,486.0,278.0,['IB1647'],79.0,7.0,7.0,0.0,18404.78921508789
4408,23554,12,2021-03-15,2021-03-28,banner,DESKTOP,200.0,995.0,['134815'],15.0,1.0,7.0,0.0,6250.013580322266
2663,13100,12,2020-08-12,2020-08-31,butterfly,DESKTOP,298.0,398.0,['C78663'],21.0,3.0,1.0,0.0,8393.757293701172
10,14,10,2019-09-16,2019-10-04,butterfly,DESKTOP,420.0,574.0,"['C34101', 'C34104']",20.0,1.0,5.0,0.0,10751.6748046875
5510,30230,12,2021-09-07,2021-09-19,butterfly,DESKTOP,298.0,398.0,['C175693'],14.0,2.0,7.0,0.0,8873.01953125
6440,35765,12,2020-12-16,2020-12-31,butterfly,DESKTOP,298.0,398.0,['C113428'],17.0,3.0,4.0,0.0,7848.36376953125
5364,29328,10,2021-04-26,2021-04-27,butterfly,DESKTOP,437.0,555.0,['C142349'],3.0,1.0,2.0,0.0,2223.6677856445312
311,639,12,2020-05-06,2020-05-17,tg,DESKTOP,298.0,796.0,"['C58635', 'C58637']",13.0,3.0,7.0,0.0,8135.997314453125
5833,32217,11,2020-09-15,2020-09-21,stoprayon,DESKTOP,147.0,1077.0,['kinder-nutella-delichoc-tic-tac'],8.0,2.0,1.0,0.0,6630.34619140625
798,2167,12,2021-07-13,2021-07-24,butterfly,DESKTOP,298.0,398.0,['C164647'],13.0,2.0,6.0,0.0,10465.353088378906
3129,15959,10,2020-01-13,2020-02-05,butterfly,DESKTOP,420.0,574.0,['C42645'],25.0,1.0,3.0,0.0,6817.168426513672
483,881,12,2021-01-18,2021-01-24,banner,DESKTOP,200.0,995.0,"['120704', '120705']",8.0,1.0,7.0,0.0,5346.669921875
729,1757,12,2021-04-20,2021-06-06,butterfly,DESKTOP,298.0,398.0,['C142583'],49.0,2.0,7.0,0.0,13394.57647705078
1316,5360,12,2021-05-26,2021-06-01,tg,DESKTOP,298.0,796.0,['C149075'],8.0,3.0,2.0,0.0,5170.3896484375
3590,18604,12,2021-09-11,2021-09-17,butterfly,DESKTOP,298.0,398.0,['C177046'],8.0,6.0,5.0,0.0,5235.47412109375
855,2518,12,2020-04-20,2020-04-26,banner,DESKTOP,200.0,995.0,['55354'],8.0,1.0,7.0,0.0,5346.669921875
2636,12966,10,2019-10-06,2019-12-21,butterfly,DESKTOP,420.0,574.0,['C35466'],78.0,7.0,6.0,0.0,22574.370666503903
6293,35009,11,2019-12-23,2019-12-29,stoprayon,DESKTOP,147.0,1077.0,['pour-vos-diners-entre-potes-mccain'],8.0,1.0,7.0,0.0,5748.4228515625
7678,27991,11,2021-08-14,2021-09-19,showcase,DESKTOP,494.0,1063.0,['170813'],38.0,6.0,7.0,0.0,86857.14285714286
7063,7173,11,2020-10-08,2020-11-12,showcase,DESKTOP,472.0,1047.0,['96992'],37.0,4.0,4.0,0.0,84571.42857142858
2272,10819,11,2020-10-27,2020-10-28,butterfly,DESKTOP,488.0,265.0,['CB9445'],3.0,2.0,3.0,0.0,2202.3898315429688
5802,32012,11,2021-09-23,2021-10-11,butterfly,DESKTOP,486.0,532.0,['C179534'],20.0,4.0,1.0,0.0,11531.396484375
6512,36206,12,2021-02-01,2021-02-19,butterfly,DESKTOP,298.0,398.0,['C123670'],20.0,1.0,5.0,0.0,8685.852661132812
7885,36443,11,2020-07-17,2020-07-31,showcase,DESKTOP,472.0,1061.0,['69293'],16.0,5.0,5.0,0.0,36571.42857142857
5919,32637,12,2020-04-03,2020-04-09,butterfly,DESKTOP,298.0,398.0,['C52518'],8.0,5.0,4.0,0.0,4890.20751953125
422,801,12,2020-08-12,2020-10-05,stoprayon,DESKTOP,122.0,995.0,"['C78259', 'C79223']",56.0,3.0,1.0,0.0,14244.442016601562
2611,12834,12,2021-05-27,2021-07-09,tg,DESKTOP,298.0,796.0,['C151816'],45.0,4.0,5.0,0.0,6154.87060546875
180,340,11,2021-01-04,2021-01-28,butterfly,DESKTOP,486.0,273.0,['C117659'],26.0,1.0,4.0,0.0,7309.014343261719
6041,33437,12,2020-06-26,2020-06-26,butterfly,DESKTOP,298.0,398.0,['C53892'],2.0,5.0,5.0,0.0,1155.4442138671875
4520,24242,11,2021-08-17,2021-10-11,butterfly,DESKTOP,486.0,532.0,['C167407'],57.0,2.0,1.0,0.0,18353.91650390625
62,84,10,2020-03-25,2020-03-31,butterfly,DESKTOP,420.0,574.0,"['C49808', 'C49809']",8.0,3.0,2.0,0.0,5880.35693359375
6772,35081,10,2019-05-29,2019-06-04,showcase,DESKTOP,420.0,1440.0,['24428'],8.0,3.0,2.0,0.0,11428.57142857143
1792,8192,11,2021-01-12,2021-01-17,stoprayon,DESKTOP,145.0,1063.0,['le_meilleur_de_la_vaisselle_finish_s02'],7.0,2.0,7.0,0.0,5568.263305664063
1806,8322,12,2021-03-29,2021-03-29,tg,DESKTOP,298.0,597.0,['C134559'],2.0,1.0,1.0,0.0,1258.400146484375
829,2367,7,2020-12-27,2021-01-31,butterfly,DESKTOP,394.0,576.0,['115252'],37.0,7.0,7.0,0.0,10107.328887939451
6574,36560,12,2021-07-20,2021-08-01,butterfly,DESKTOP,298.0,398.0,['C165126'],14.0,2.0,7.0,0.0,8873.01953125
6627,36876,12,2021-01-13,2021-01-23,butterfly,DESKTOP,298.0,398.0,['C119823'],12.0,3.0,6.0,0.0,8663.230224609375
3539,18271,11,2021-04-12,2021-04-14,stoprayon,DESKTOP,145.0,1063.0,['entretien-et-nettoyage/desodorisants'],4.0,1.0,3.0,0.0,2628.866455078125
2689,13268,12,2021-07-06,2021-08-13,tg,DESKTOP,298.0,796.0,['C162645'],40.0,2.0,5.0,0.0,10355.03662109375
7227,12484,11,2021-02-02,2021-02-27,showcase,DESKTOP,438.0,266.0,['124407'],27.0,2.0,6.0,0.0,61714.28571428572
1242,4902,12,2020-04-08,2020-05-08,butterfly,DESKTOP,298.0,398.0,['C53926'],32.0,3.0,5.0,0.0,11340.888671875
3510,18103,12,2021-02-05,2021-02-14,tg,DESKTOP,298.0,398.0,['C123640'],11.0,5.0,7.0,0.0,6884.305419921875
5691,31364,12,2021-09-03,2021-10-25,tg,DESKTOP,298.0,597.0,['C172762'],54.0,5.0,1.0,0.0,9588.42938232422
843,2457,12,2020-10-19,2020-12-31,butterfly,DESKTOP,298.0,398.0,['C97971'],75.0,1.0,4.0,0.0,13791.144561767578
1365,5670,11,2021-03-09,2021-03-14,butterfly,DESKTOP,486.0,274.0,['C131699'],7.0,2.0,7.0,0.0,5568.263305664063
2755,13703,10,2019-06-07,2019-06-21,butterfly,DESKTOP,420.0,574.0,['C28610'],16.0,5.0,5.0,0.0,8502.4921875
589,1054,7,2020-08-24,2020-09-20,butterfly,DESKTOP,350.0,492.0,"['C77092', 'C77093']",29.0,1.0,7.0,0.0,7686.924896240234
2436,11950,12,2021-02-28,2021-03-14,butterfly,DESKTOP,298.0,398.0,['C130739'],16.0,7.0,7.0,0.0,8339.4345703125
6764,26860,10,2021-06-20,2021-06-21,showcase,DESKTOP,439.0,1410.0,['C156964'],3.0,7.0,1.0,0.0,4285.714285714286
7689,28326,11,2021-03-04,2021-03-22,showcase,DESKTOP,438.0,266.0,['132903'],20.0,4.0,1.0,0.0,45714.28571428572
4313,23002,11,2019-09-29,2019-12-06,pmp,DESKTOP,486.0,278.0,['IB1634'],70.0,7.0,5.0,0.0,13630.402221679688
5699,31414,12,2020-06-05,2020-06-17,butterfly,DESKTOP,298.0,398.0,['C61959'],14.0,5.0,3.0,0.0,7387.753173828125
5684,31297,12,2021-04-24,2021-04-30,butterfly,DESKTOP,298.0,398.0,['C143257'],8.0,6.0,5.0,0.0,5235.47412109375
3619,18796,12,2020-01-28,2020-02-01,banner,DESKTOP,200.0,995.0,['44315'],6.0,2.0,6.0,0.0,5048.0218505859375
31,42,10,2020-05-20,2020-06-18,butterfly,DESKTOP,420.0,574.0,"['C58584', 'C58586']",31.0,3.0,4.0,0.0,7890.228454589844
7065,7264,11,2021-05-30,2021-06-30,showcase,DESKTOP,494.0,1063.0,['140157'],33.0,7.0,3.0,0.0,75428.57142857143
5005,27162,12,2021-08-27,2021-09-12,tg,DESKTOP,298.0,796.0,['C172534'],18.0,5.0,7.0,0.0,7752.183288574219
6162,34207,7,2021-05-17,2021-05-17,butterfly,DESKTOP,419.0,576.0,['149069'],2.0,1.0,1.0,0.0,833.3123168945312
1081,3948,7,2020-12-05,2020-12-05,butterfly,DESKTOP,394.0,576.0,['94342'],2.0,6.0,6.0,0.0,1021.1346435546876
1814,8345,7,2021-01-06,2021-01-14,butterfly,DESKTOP,394.0,576.0,['115693'],10.0,3.0,4.0,0.0,3915.804748535156
5996,33170,12,2020-11-17,2020-11-29,banner,DESKTOP,200.0,995.0,['101129'],14.0,2.0,7.0,0.0,9381.358642578123
5299,28941,12,2020-08-12,2020-09-23,butterfly,DESKTOP,298.0,398.0,['C74504'],44.0,3.0,3.0,0.0,7359.8043212890625
2095,9858,10,2021-07-23,2021-07-26,butterfly,DESKTOP,381.0,555.0,['C156745'],5.0,5.0,1.0,0.0,3558.8400268554688
1084,3954,12,2021-05-11,2021-05-20,tg,DESKTOP,298.0,796.0,['C146885'],11.0,2.0,4.0,0.0,7638.039733886719
963,3130,12,2020-08-12,2020-12-31,butterfly,DESKTOP,298.0,398.0,['C76344'],143.0,3.0,4.0,0.0,22552.742614746094
3417,17558,12,2021-04-10,2021-04-25,butterfly,DESKTOP,298.0,398.0,['C139433'],17.0,6.0,7.0,0.0,9400.159545898438
7064,7183,11,2020-11-02,2020-11-07,showcase,DESKTOP,472.0,1047.0,['100451'],7.0,1.0,6.0,0.0,16000.0
5853,32287,10,2020-07-07,2020-08-27,butterfly,DESKTOP,420.0,574.0,['C70185'],53.0,2.0,4.0,0.0,12971.977249145508
3027,15328,11,2019-10-28,2019-11-01,butterfly,DESKTOP,488.0,270.0,['CB6721'],6.0,1.0,5.0,0.0,4036.691162109375
1428,6008,10,2019-07-03,2019-07-08,butterfly,DESKTOP,420.0,574.0,['C30202'],7.0,3.0,1.0,0.0,4982.376037597656
4333,23095,11,2020-04-28,2020-04-28,butterfly,DESKTOP,486.0,278.0,['C56683'],2.0,2.0,2.0,0.0,1636.2718505859375
5125,27908,12,2019-12-09,2019-12-19,banner,DESKTOP,200.0,995.0,['39935'],12.0,1.0,4.0,0.0,7845.164794921875
1315,5359,11,2019-11-11,2020-01-02,butterfly,DESKTOP,486.0,278.0,['C38376'],54.0,1.0,4.0,0.0,8385.457763671875
5457,29901,12,2020-11-09,2020-11-25,butterfly,DESKTOP,298.0,398.0,['C104803'],18.0,1.0,3.0,0.0,8269.510803222656
4873,26451,12,2021-05-11,2021-05-16,butterfly,DESKTOP,298.0,398.0,['C145578'],7.0,2.0,7.0,0.0,4962.560791015625
3085,15675,12,2021-06-07,2021-06-27,tg,DESKTOP,298.0,796.0,['C154974'],22.0,1.0,7.0,0.0,9610.806884765623
1052,3814,11,2020-11-13,2020-12-26,butterfly,DESKTOP,486.0,273.0,['C106669'],45.0,5.0,6.0,0.0,12886.081237792969
5763,31796,11,2020-10-13,2020-10-15,butterfly,DESKTOP,486.0,273.0,['C97602'],4.0,2.0,4.0,0.0,2970.236328125
1239,4888,12,2021-06-22,2021-06-22,tg,DESKTOP,298.0,796.0,['C157904'],2.0,2.0,2.0,0.0,1458.780029296875
3419,17566,12,2021-06-18,2021-07-26,tg,DESKTOP,298.0,796.0,['C156206'],40.0,5.0,1.0,0.0,8843.383178710938
773,1995,12,2021-04-21,2021-06-06,tg,DESKTOP,298.0,796.0,['C143316'],48.0,3.0,7.0,0.0,8875.137451171875
6107,33827,12,2020-06-09,2020-06-09,banner,DESKTOP,200.0,995.0,['64322'],2.0,2.0,2.0,0.0,1531.399658203125
1845,8601,12,2020-12-17,2020-12-31,butterfly,DESKTOP,298.0,398.0,['C115679'],16.0,4.0,4.0,0.0,6878.92041015625
2573,12670,12,2021-05-11,2021-07-30,tg,DESKTOP,298.0,796.0,['C146821'],82.0,2.0,5.0,0.0,16994.414916992188
1768,8055,10,2020-06-10,2020-06-26,butterfly,DESKTOP,420.0,574.0,['C61132'],18.0,3.0,5.0,0.0,9565.3037109375
898,2737,12,2021-05-24,2021-07-18,tg,DESKTOP,298.0,796.0,['C151702'],57.0,1.0,7.0,0.0,12549.825576782228
3297,16867,12,2021-01-29,2021-03-13,butterfly,DESKTOP,298.0,398.0,['C123371'],45.0,5.0,6.0,0.0,12886.081237792969
4964,26953,12,2019-06-19,2019-06-30,stoprayon,DESKTOP,121.0,995.0,['30517'],13.0,3.0,7.0,0.0,8135.997314453125
2144,10156,11,2020-05-07,2020-06-15,butterfly,DESKTOP,486.0,277.0,['C58278'],41.0,4.0,1.0,0.0,12617.029296875
6974,4424,11,2021-09-16,2021-09-24,showcase,DESKTOP,494.0,1063.0,['175716'],10.0,4.0,5.0,0.0,22857.14285714286
7214,11978,11,2019-05-28,2019-06-10,showcase,DESKTOP,472.0,1124.0,['29473'],15.0,2.0,1.0,0.0,34285.71428571429
5279,28865,11,2019-09-29,2019-12-18,butterfly,DESKTOP,486.0,278.0,['C32832'],82.0,7.0,3.0,0.0,16721.163330078125
509,915,12,2021-03-16,2021-03-28,banner,DESKTOP,200.0,1195.0,['134867'],14.0,2.0,7.0,0.0,9381.358642578123
35,46,10,2020-05-05,2020-06-30,butterfly,DESKTOP,420.0,574.0,"['C57132', 'C57137']",58.0,2.0,2.0,0.0,20754.13391113281
4442,23760,11,2021-07-17,2021-08-12,butterfly,DESKTOP,486.0,531.0,['C165578'],28.0,6.0,4.0,0.0,9846.202392578123
6763,25107,10,2021-05-29,2021-05-30,showcase,DESKTOP,425.0,1410.0,['C146011'],3.0,6.0,7.0,0.0,4285.714285714286
1607,7010,12,2021-04-05,2021-04-18,tg,DESKTOP,298.0,796.0,['C139379'],15.0,1.0,7.0,0.0,6076.783905029297
2263,10768,12,2021-09-15,2021-10-02,butterfly,DESKTOP,298.0,398.0,['C177130'],19.0,3.0,6.0,0.0,10874.237854003906
1115,4159,10,2021-01-16,2021-02-03,butterfly,DESKTOP,394.0,555.0,['C119978'],20.0,6.0,3.0,0.0,11851.053466796877
7368,17608,11,2021-09-18,2021-09-26,showcase,DESKTOP,494.0,1063.0,['178707'],10.0,6.0,7.0,0.0,22857.14285714286
2439,11971,12,2021-06-02,2021-06-27,tg,DESKTOP,298.0,796.0,['C153533'],27.0,3.0,7.0,0.0,11628.274932861328
7299,15065,11,2021-03-22,2021-03-23,showcase,DESKTOP,438.0,266.0,['132387'],3.0,1.0,2.0,0.0,6857.142857142857
7477,21675,11,2021-02-15,2021-03-31,showcase,DESKTOP,472.0,1047.0,['128161'],46.0,1.0,3.0,0.0,105142.85714285714
1095,4058,12,2021-01-20,2021-01-29,butterfly,DESKTOP,298.0,398.0,['C119144'],11.0,3.0,5.0,0.0,6354.943176269531
258,531,11,2021-05-07,2021-06-15,butterfly,DESKTOP,486.0,532.0,['C147512'],41.0,5.0,2.0,0.0,13571.370361328123
1457,6163,12,2021-02-19,2021-03-07,butterfly,DESKTOP,298.0,398.0,['C130124'],18.0,5.0,7.0,0.0,8572.290710449219
523,934,12,2021-03-29,2021-06-11,butterfly,DESKTOP,298.0,398.0,"['C138053', 'C138054', 'C139957', 'C147058']",46.0,1.0,5.0,0.0,6822.797546386719
2842,14250,12,2021-06-22,2021-07-11,tg,DESKTOP,298.0,398.0,['C157887'],21.0,2.0,7.0,0.0,10789.131958007812
138,264,11,2019-11-20,2019-11-20,butterfly,DESKTOP,486.0,277.0,"['C38342', 'C38345']",2.0,3.0,3.0,0.0,1302.0772705078125
6617,36824,11,2021-04-12,2021-04-14,stoprayon,DESKTOP,145.0,1063.0,['entretien-et-nettoyage/lessives-et-soin-du-linge'],4.0,1.0,3.0,0.0,2628.866455078125
5268,28793,11,2020-01-24,2020-01-24,butterfly,DESKTOP,486.0,277.0,['C42425'],2.0,5.0,5.0,0.0,1333.207763671875
5004,27158,12,2021-02-28,2021-03-14,tg,DESKTOP,298.0,796.0,['C130749'],16.0,7.0,7.0,0.0,7610.44970703125
2675,13204,12,2020-08-12,2020-08-23,tg,DESKTOP,298.0,796.0,['C78656'],13.0,3.0,7.0,0.0,8135.997314453125
1687,7551,12,2020-11-29,2020-12-29,tg,DESKTOP,298.0,796.0,['C109742'],32.0,7.0,2.0,0.0,16890.939453125
1233,4844,12,2021-06-12,2021-07-10,butterfly,DESKTOP,298.0,398.0,['C156327'],30.0,6.0,6.0,0.0,17259.860229492188
4337,23124,12,2021-08-30,2021-09-19,butterfly,DESKTOP,298.0,398.0,['C172859'],22.0,1.0,7.0,0.0,8991.499633789062
2461,12124,10,2019-07-05,2019-07-06,butterfly,DESKTOP,420.0,574.0,['C30894'],3.0,5.0,6.0,0.0,2209.6109619140625
1329,5425,10,2020-09-29,2020-09-29,butterfly,DESKTOP,475.0,555.0,['C76916'],2.0,2.0,2.0,0.0,1636.2718505859375
1193,4590,11,2021-04-21,2021-04-25,stoprayon,DESKTOP,145.0,1063.0,['pepsi-tropicana-lays-doritos-et-plus-encore'],6.0,3.0,7.0,0.0,4274.249267578125
2504,12350,12,2021-06-07,2021-07-04,tg,DESKTOP,298.0,796.0,['C154619'],29.0,1.0,7.0,0.0,12668.790893554688
75,98,10,2020-04-20,2020-05-16,butterfly,DESKTOP,420.0,574.0,"['C54550', 'C54553']",28.0,1.0,6.0,0.0,10029.183349609377
2189,10333,12,2021-02-28,2021-03-14,butterfly,DESKTOP,298.0,398.0,['C130746'],16.0,7.0,7.0,0.0,8339.4345703125
5050,27466,12,2020-12-24,2020-12-29,tg,DESKTOP,298.0,398.0,['C115663'],7.0,4.0,2.0,0.0,4524.0909423828125
5288,28900,12,2020-08-18,2020-12-28,butterfly,DESKTOP,298.0,398.0,['C79938'],134.0,2.0,1.0,0.0,33841.55728149414
5904,32542,12,2021-06-19,2021-07-21,tg,DESKTOP,298.0,597.0,['C156201'],34.0,6.0,3.0,0.0,11864.907409667969
139,265,11,2019-11-20,2019-11-20,butterfly,DESKTOP,486.0,277.0,"['C38166', 'C38177']",2.0,3.0,3.0,0.0,1302.0772705078125
3923,20675,12,2020-06-23,2020-06-29,banner,DESKTOP,200.0,995.0,['66814'],8.0,2.0,1.0,0.0,5939.3857421875
7260,13836,11,2021-07-13,2021-07-31,showcase,DESKTOP,494.0,1063.0,['163691'],20.0,2.0,6.0,0.0,45714.28571428572
7822,33266,11,2021-06-12,2021-07-28,showcase,DESKTOP,494.0,1063.0,['156737'],48.0,6.0,3.0,0.0,109714.28571428572
2250,10699,10,2019-05-22,2019-05-23,butterfly,DESKTOP,420.0,574.0,['C28810'],3.0,3.0,4.0,0.0,1978.4033203125
1249,4956,12,2020-03-27,2020-04-11,banner,DESKTOP,200.0,995.0,['52412'],17.0,5.0,6.0,0.0,10346.84912109375
2434,11935,12,2021-05-03,2021-07-04,butterfly,DESKTOP,298.0,398.0,['C145895'],64.0,1.0,7.0,0.0,12415.7568359375
923,2883,11,2019-12-16,2019-12-29,stoprayon,DESKTOP,147.0,1077.0,['nous-avons-tant-partager-coca-cola'],15.0,1.0,7.0,0.0,5288.668670654297
3391,17429,7,2020-12-01,2020-12-08,butterfly,DESKTOP,419.0,576.0,['111741'],9.0,2.0,2.0,0.0,4973.701354980469
7297,15053,11,2021-09-19,2021-10-11,showcase,DESKTOP,494.0,1063.0,['175745'],24.0,7.0,1.0,0.0,54857.142857142855
5643,31056,12,2021-06-07,2021-07-04,tg,DESKTOP,298.0,796.0,['C154620'],29.0,1.0,7.0,0.0,12668.790893554688
4584,24611,10,2019-11-18,2019-11-28,butterfly,DESKTOP,420.0,574.0,['C38083'],12.0,1.0,4.0,0.0,7987.7490234375
2871,14395,11,2021-03-23,2021-04-07,butterfly,DESKTOP,486.0,274.0,['C137144'],17.0,2.0,3.0,0.0,10181.839965820312
1736,7846,12,2021-09-07,2021-09-19,tg,DESKTOP,298.0,796.0,['C173120'],14.0,2.0,7.0,0.0,10047.666015625
1913,8952,12,2019-07-01,2019-07-07,banner,DESKTOP,200.0,995.0,['31122'],8.0,1.0,7.0,0.0,5346.669921875
1300,5237,12,2020-04-17,2020-05-05,butterfly,DESKTOP,298.0,398.0,['C54603'],20.0,5.0,2.0,0.0,9933.824462890623
3219,16468,10,2021-08-19,2021-09-22,butterfly,DESKTOP,1080.0,1440.0,['C170085'],36.0,4.0,3.0,0.0,9459.875610351562
3585,18555,11,2021-04-30,2021-05-16,butterfly,DESKTOP,486.0,532.0,['C146288'],18.0,5.0,7.0,0.0,10389.180541992188
1009,3486,10,2021-09-06,2021-09-07,butterfly,DESKTOP,1080.0,1440.0,['C174574'],3.0,1.0,2.0,0.0,2223.6677856445312
7180,10918,11,2020-12-02,2020-12-13,showcase,DESKTOP,472.0,1047.0,['103766'],13.0,3.0,7.0,0.0,29714.28571428572
6991,4882,11,2021-01-12,2021-01-26,showcase,DESKTOP,472.0,1047.0,['118537'],16.0,2.0,2.0,0.0,36571.42857142857
2238,10646,12,2021-07-03,2021-07-20,butterfly,DESKTOP,298.0,398.0,['C153106'],19.0,6.0,2.0,0.0,10894.664245605469
810,2248,7,2021-06-15,2021-06-25,butterfly,DESKTOP,386.0,564.0,['140346'],12.0,2.0,5.0,0.0,5696.061401367188
105,128,10,2020-08-26,2020-09-29,butterfly,DESKTOP,420.0,574.0,"['C84616', 'C84619']",36.0,3.0,2.0,0.0,12484.08984375
